ファイル名,行数,文言（オリジナル）,文言（翻訳）
Review_EN.txt,564,"The soundtrack wasn't magical, but it's still worth listening to.",
Review_EN.txt,565,"The music is great, but it repeats too often for a higher rating.",
Review_EN.txt,566,"The sound positively supports the game's atmosphere, but it lacks perfectionism.",
Review_EN.txt,567,"There was certainly no Mozart responsible for the music, but the sound effects are good.",
Review_EN.txt,568,"There is nothing negative to say about the sound. However, it is not a masterpiece either.",
Review_EN.txt,569,"The game's soundtracks are great, but the sound effects don't blow me away.",
Review_EN.txt,570,The sound would be great if some sound effects didn't have technical problems.,
Review_EN.txt,571,[END],
Review_EN.txt,572,,
Review_EN.txt,573,[CONTROL_70],
Review_EN.txt,574,"Regarding the controls, there are no major problems if you take a short time to learn them.",
Review_EN.txt,575,"I immediately got along with the controls, even though they have some weaknesses.",
Review_EN.txt,576,The game is quite comfortable to play. Only here and there are small problems with the controls.,
Review_EN.txt,577,"It takes a while to grasp the controls, but after that you won't have any problems.",
Review_EN.txt,578,"Once you understand the controls, the game plays great.  ",
Review_EN.txt,579,"About the controls: The first few minutes are a bit complicated. After that, the game plays smoothly.",
Review_EN.txt,580,"I think the controls are too imprecise. However, most people won't have any problems with the controls.",
Review_EN.txt,581,"The controls are easy to use, but they could be more intuitive.",
Review_EN.txt,582,"The uncomplicated controls are actually good, just a bit imprecise from time to time.",
Review_EN.txt,583,The controls are good genre standard. I didn't have any major problems.,
Review_EN.txt,584,[END],
Review_EN.txt,585,,
Review_EN.txt,586,[TOTAL_70],
Review_EN.txt,587,"If you are a fan of this genre, you should definitely take a look.",
Review_EN.txt,588,"If you like games like this, you should make a note of this title. ",
Review_EN.txt,589,Fans of the genre will be happy with this title.,
Review_EN.txt,590,"This title is fun for a while, but unfortunately doesn't last.",
Review_EN.txt,591,Verdict: Fans and casual gamers will be happy with this game.,
Review_EN.txt,592,This game is a solid product. Recommended purchase for genre fans!,
Review_EN.txt,593,My opinion: Genre fans will have fun with this game for a while.,
Review_EN.txt,594,Those who are interested in this genre can buy this title.,
Review_EN.txt,595,"My rating for this game: It's good, but not very good.",
Review_EN.txt,596,"The game will certainly not be a hit, but genre fans will have fun with it.",
Review_EN.txt,597,"The game is not for everyone, but will make genre fans happy.",
Review_EN.txt,598,This title is worth a closer look. Especially for genre fans.,
Review_EN.txt,599,"The game is not a top hit. However, for those who love the genre, I can recommend the game.",
Review_EN.txt,600,The game will not win any awards. But you can have fun with it for some time.,
Review_EN.txt,601,"I enjoyed the game for a while. However, there is still a lot missing for a top title.",
Review_EN.txt,602,"Even though the game was fun for me for some time, it certainly won't be a candidate for my favorite games.",
Review_EN.txt,603,"Although my expectations were not quite met, the game is still solid.",
Review_EN.txt,604,Conclusion: A good game that lacks variety.,
Review_EN.txt,605,"My opinion: A game with interesting features, which is fun for a while.",
Review_EN.txt,606,My conclusion: The game will entertain genre fans. Everyone else will be bored.,
Review_EN.txt,607,"The game is certainly not my favorite, but I had fun with it.",
Review_EN.txt,608,"Unfortunately, the developer didn't bother with some features. Nevertheless, it is a solid game.",
Review_EN.txt,609,"Overall, the game is quite successful. Despite its weaknesses, it is still entertaining",
Review_EN.txt,610,"I didn't have high expectations before the review and was surprised. Still, it is not enough for a hit.",
Review_EN.txt,611,From me there is a buy recommendation! But only if you are a fan of the genre.,
Review_EN.txt,612,[END],
Review_EN.txt,613,,
Review_EN.txt,614,[GAMEPLAY_80],
Review_EN.txt,615,The varied gameplay is fun and offers a few innovations.,
Review_EN.txt,616,The complexity of the gameplay does not leave much to be desired.,
Review_EN.txt,617,The fresh gameplay offers extensive and continuous fun.,
Review_EN.txt,618,The gameplay is simple but addictive. Fun is guaranteed!,
Review_EN.txt,619,The challenging gameplay and the exciting storyline can motivate for many hours.,
Review_EN.txt,620,The fresh and challenging gameplay is cool! ,
Review_EN.txt,621,The varied game mechanics are a joy.,
Review_EN.txt,622,The timeless gameplay was combined with new ideas. I enjoy it.,
Review_EN.txt,623,Uncomplicated gameplay that is fun even over a longer period of time.,
Review_EN.txt,624,The motivating gameplay will keep you entertained for a long time.,
Review_EN.txt,625,The gameplay shows only a few weaknesses and the plot is strong.,
Review_EN.txt,626,The story has some interesting points and the gameplay is challenging and fun.,
Review_EN.txt,627,"Because of the exciting story, I couldn't stop playing.",
Review_EN.txt,628,A well-told story with a few surprises. The gameplay was solidly implemented.,
Review_EN.txt,629,"Gameplay-wise, the title is on a consistently high level.",
Review_EN.txt,630,Gameplay and plot do not show any notable weaknesses.,
Review_EN.txt,631,"The gameplay is not new, but it is very challenging. ",
Review_EN.txt,632,The game has an exciting story and a really cool ending.,
Review_EN.txt,633,Here a nice story was combined with great gameplay.,
Review_EN.txt,634,The gameplay is varied and challenging. Not only genre fans will love it.,
Review_EN.txt,635,[END],
Review_EN.txt,636,,
Review_EN.txt,637,[GRAPHIC_80],
Review_EN.txt,638,The good graphics take advantage of the system's capabilities.,
Review_EN.txt,639,"On the positive side, the graphics of the game should be mentioned. ",
Review_EN.txt,640,The pretty graphics look better than they do in similar games.,
Review_EN.txt,641,The graphical representation is nicely done and shows a lot of attention to detail.,
Review_EN.txt,642,The detailed graphics are really good. Better than we expected.,
Review_EN.txt,643,The graphics of the game are the current state of the art.,
Review_EN.txt,644,The game offers imaginatively designed graphics. Very impressive.,
Review_EN.txt,645,A positive aspect is the varied graphics. It does justice to the genre.,
Review_EN.txt,646,A positive point is the great graphics with pretty effects.,
Review_EN.txt,647,The good technique of graphics with good effects deeply impress.,
Review_EN.txt,648,The title has beautiful and detailed graphics. Above average.,
Review_EN.txt,649,The graphics were designed in great detail. We also liked the effects.,
Review_EN.txt,650,"The graphics are not only pretty, but also varied.",
Review_EN.txt,651,The gaming experience is nicely presented. Gameplay and graphics harmonize very well.,
Review_EN.txt,652,[END],
Review_EN.txt,653,,
Review_EN.txt,654,[SOUND_80],
Review_EN.txt,655,The music and sound are convincing and life-like with good quality. I like it.,
Review_EN.txt,656,"The crystal-clear sound effects are worth mentioning, and the soundtrack is also great.",
Review_EN.txt,657,"The sounds of the game are good, but not breathtaking.",
Review_EN.txt,658,The game presents a great soundtrack and good sound effects.,
Review_EN.txt,659,The soundtrack of the title is really well done.,
Review_EN.txt,660,"On the positive side, this game has a great soundtrack.",
Review_EN.txt,661,Great sounds. This is how games should sound nowadays!,
Review_EN.txt,662,The sound is not brilliant but still good.,
Review_EN.txt,663,I really enjoyed the soundtracks. I set the volume to maximum!,
Review_EN.txt,664,The sound creates a very good atmosphere. Great!,
Review_EN.txt,665,"Acoustically, the game is very good, but not perfect.",
Review_EN.txt,666,The sound of the game met my expectation. ,
Review_EN.txt,667,Well-composed soundtracks and great sound effects stand out positively.,
Review_EN.txt,668,"The sound effects sound good, but unfortunately there are only a few music tracks.",
Review_EN.txt,669,[END],
Review_EN.txt,670,,
Review_EN.txt,671,[CONTROL_80],
Review_EN.txt,672,"If you're looking for a game with uncomplicated controls, you'll find it in this title.",
Review_EN.txt,673,The well thought-out controls let you enjoy the game immediately.,
Review_EN.txt,674,The game handles well right from the start. Very solid!,
Review_EN.txt,675,The controls are well done. A short training phase and you are ready to go.,
Review_EN.txt,676,The intuitive controls make the game quite enjoyable to play.,
Review_EN.txt,677,The controls are intuitive and straightforward.,
Review_EN.txt,678,"Good, uncomplicated and precise control. That's how it should be.",
Review_EN.txt,679,"The control was implemented super, but doesn't set any standards.",
Review_EN.txt,680,"In rare cases, the controls are a bit imprecise, but otherwise very good.",
Review_EN.txt,681,You very rarely get the feeling that the game's controls are failing.,
Review_EN.txt,682,"The controls are not a revolution, but they show small improvements in the genre.",
Review_EN.txt,683,I was surprised by the uncomplicated controls of the game. ,
Review_EN.txt,684,"Once you have familiarized yourself with the game, the controls are easy to use.",
Review_EN.txt,685,You can't complain about the game's controls. Good job!,
Review_EN.txt,686,[END],
Review_EN.txt,687,,
Review_EN.txt,688,[TOTAL_80],
Review_EN.txt,689,"A good game, which held my interest for a long time.",
Review_EN.txt,690,"Conclusion: If you don't own a game of this kind yet, you should grab it.",
Review_EN.txt,691,"If you are interested in such games, you should definitely check out this title.",
Review_EN.txt,692,"In the end: All in all, this game offers a lot for the money!",
Review_EN.txt,693,My opinion: A good game that guarantees long fun.,
Review_EN.txt,694,"If you like games like this, this title is an absolute must-have!",
Review_EN.txt,695,"For fans of this genre, I can recommend this title without hesitation.",
Review_EN.txt,696,Those who have their money ready can buy this game without hesitation.,
Review_EN.txt,697,Anyone interested in the genre and topic should grab it.,
Review_EN.txt,698,"My conclusion: This game can be called ""good"" without any compromises.",
Review_EN.txt,699,Those who are fans of the genre will enjoy this game.,
Review_EN.txt,700,"For genre fans, this title is a real insider tip. Good!",
Review_EN.txt,701,This title is not only an insider tip for genre fans!,
Review_EN.txt,702,The game is getting better by the hour. Fun!,
Review_EN.txt,703,"Conclusion: A varied, fun game. Clear recommendation for genre lovers.",
Review_EN.txt,704,I had a lot of fun with the game and am willing to ignore the small weaknesses.,
Review_EN.txt,705,An atmospheric experience that will keep you glued to the screen for many hours.,
Review_EN.txt,706,Even players who are not interested in the genre should check out this game.,
Review_EN.txt,707,The developer delivers a cool and surprisingly fun game.,
Review_EN.txt,708,A must-buy for anyone who loves the genre. There is not much better.,
Review_EN.txt,709,"For a few hours, you are transported into a wonderful game world. Good!",
Review_EN.txt,710,"Even if it's not enough for a top rating, I've wanted a game like this for a long time.",
Review_EN.txt,711,"An insider tip for all fans of the genre, which should soon no longer remain so secret.",
Review_EN.txt,712,"In my opinion, there should be more titles like this.",
Review_EN.txt,713,[END],
Review_EN.txt,714,,
Review_EN.txt,715,[GAMEPLAY_90],
Review_EN.txt,716,"I must admit, the gameplay is really impressive. Very entertaining!",
Review_EN.txt,717,The complex and interesting gameplay is really fun.,
Review_EN.txt,718,The gameplay and storyline are really great. Most games with this genre can't keep up with this quality.,
Review_EN.txt,719,The storyline and gameplay are just great. The game is not boring for a minute!,
Review_EN.txt,720,This title has a fascinating and entertaining gameplay. Many hours of fun are guaranteed!,
Review_EN.txt,721,The gameplay was apparently the focus during development. A lot of things were done right here.,
Review_EN.txt,722,The gameplay is innovative and has many new features.,
Review_EN.txt,723,The game mechanics were superbly implemented. The story of the game is also exciting.,
Review_EN.txt,724,The great and gameplay is suitable for beginners and professionals.,
Review_EN.txt,725,The game design is very challenging but it's really fun.,
Review_EN.txt,726,"I must say, I really enjoy the game! I especially liked the storyline.",
Review_EN.txt,727,"Since this game has many different game modes, you will not get bored. Great!",
Review_EN.txt,728,"The gameplay is simple, but great. The developers have strongly polished the few gameplay elements.",
Review_EN.txt,729,"Due to the exciting plot, the time flies by. I had fun from the first minute to the end.",
Review_EN.txt,730,"Simple, but highly motivating gameplay. Kudos to the developers!",
Review_EN.txt,731,The balance of the game is particularly well done. A role model for all games with this genre!,
Review_EN.txt,732,The motivating gameplay and well-written story surprised me in a positive way.,
Review_EN.txt,733,[END],
Review_EN.txt,734,,
Review_EN.txt,735,[GRAPHIC_90],
Review_EN.txt,736,The fancy and varied graphics are a real eye-catcher!,
Review_EN.txt,737,The great graphics are better than most current games. Pretty!,
Review_EN.txt,738,The graphics are at the limit of what is possible for this gaming platform. Well done!,
Review_EN.txt,739,"For graphics fanatics, this game is a feast for the eyes. Great job by the graphic designers!",
Review_EN.txt,740,I was fascinated by the timeless graphic style. Very impressive.,
Review_EN.txt,741,The graphics are extremely atmospheric. Fits the game perfectly.,
Review_EN.txt,742,"The graphics will have many imitators, but hardly anyone will come close to this quality.",
Review_EN.txt,743,"Technically, the graphics are very impressive. Not much more is possible on this game system!",
Review_EN.txt,744,"If I were a game, I would like to look like this. Great graphics!",
Review_EN.txt,745,"Graphically, the game sets new standards. I especially liked the detailed game world.",
Review_EN.txt,746,A great art design and technically impressive effects amazed the whole editorial team.,
Review_EN.txt,747,[END],
Review_EN.txt,748,,
Review_EN.txt,749,[SOUND_90],
Review_EN.txt,750,The beautifully digitized sound effects are among the best on this game system.,
Review_EN.txt,751,Good sound effects and a great soundtrack perfectly match the gameplay.,
Review_EN.txt,752,"About the sound: Musically, we are on a very high level. Great!",
Review_EN.txt,753,The soundtrack and the great sound effects are really at their best. Please turn up the volume!,
Review_EN.txt,754,The impressive acoustic effect and great game music stand out in this game.,
Review_EN.txt,755,"The game's soundtracks were composed superbly, and the sound effects are also technically at the limit.",
Review_EN.txt,756,The game has a fantastic electronic soundtrack with technically outstanding sound effects!,
Review_EN.txt,757,I was really impressed by the bombastic sound effects. Kudos to the sound specialists!,
Review_EN.txt,758,The game's soundtrack is outstanding and the sound effects are very high quality.,
Review_EN.txt,759,"The atmospheric, minimalistic soundtrack fits the game perfectly.",
Review_EN.txt,760,[END],
Review_EN.txt,761,,
Review_EN.txt,762,[CONTROL_90],
Review_EN.txt,763,A really well thought-out and uncomplicated control system lets you dive into the gameplay right away.,
Review_EN.txt,764,The excellent user interface has convinced me completely!,
Review_EN.txt,765,The great controls are exemplary. Everything was done right here.,
Review_EN.txt,766,The simple and well thought-out controls surprised me positively.,
Review_EN.txt,767,Not much needs to be written about the precise and straightforward controls. Great job!,
Review_EN.txt,768,The game shows how a control system must work today.,
Review_EN.txt,769,The controls were perfectly adapted for the gameplay. Everything is just right here!,
Review_EN.txt,770,I liked the game's controls very much. A lot has been done here so that the player can get started right away. ,
Review_EN.txt,771,The controls are great! I wouldn't have thought that the controls could be so innovative.,
Review_EN.txt,772,[END],
Review_EN.txt,773,,
Review_EN.txt,774,[TOTAL_90],
Review_EN.txt,775,The game is an absolute must for genre fans! Top!,
Review_EN.txt,776,An excellent game that should keep us gamers entertained for a while!,
Review_EN.txt,777,A great game that should not be missing in your collection. Absolutely recommended!,
Review_EN.txt,778,This game sets new standards and belongs in every game collection!,
Review_EN.txt,779,My conclusion: This game should not be missing in any collection!,
Review_EN.txt,780,This game will be a hit! Absolutely recommended!,
Review_EN.txt,781,Conclusion: A great game that belongs in every collection!,
Review_EN.txt,782,"Despite my reservations, this game has turned out great. Buy it!",
Review_EN.txt,783,Conclusion: A game that you should definitely check out!,
Review_EN.txt,784,"When people talk about the ""good old days"" in a few years, this title is one reason why.",
Review_EN.txt,785,"A great game, which is not only recommended for genre fans.",
Review_EN.txt,786,An absolutely fascinating game that you should definitely check out!,
Review_EN.txt,787,The title did not let me go for many nights. Danger of addiction!,
Review_EN.txt,788,This game feels great all around. It's almost perfect and sets new standards.,
Review_EN.txt,789,I am very grateful that I was allowed to test this title. Top!,
Review_EN.txt,790,Conclusion: An excellent game that will entertain the player for a very long time.,
Review_EN.txt,791,My opinion: This is how a game has to be! Great!,
Review_EN.txt,792,A milestone in the genre that could start a trend.,
Review_EN.txt,793,This game is so good that I fear many bad clones will appear in the coming years.,
Review_EN.txt,794,A great game with varied challenges. Not only genre fans will have fun with this game.,
Review_EN.txt,795,This game is sure to be a big seller!,
Review_EN.txt,796,My opinion: This game is a great birthday gift for any gamer!,
Review_EN.txt,797,[END],
Review_EN.txt,798,,
Review_EN.txt,799,[GAMEPLAY_100],
Review_EN.txt,800,The brilliant gameplay is fun from start to finish.,
Review_EN.txt,801,The gameplay is really well thought out and motivates from the beginning to the end.,
Review_EN.txt,802,The gameplay and the storyline are absolutely top class. Guaranteed fun!,
Review_EN.txt,803,The gameplay is practically perfect and the plot is extremely exciting. Super!,
Review_EN.txt,804,"I can only find one word for this gameplay: ""Perfect""!",
Review_EN.txt,805,"The whole editorial team had fun with this game. Great, well thought out gameplay!",
Review_EN.txt,806,The gameplay and storyline can be addictive.,
Review_EN.txt,807,The gameplay manages the perfect balancing act. You can play for five minutes or fifteen hours. Great!,
Review_EN.txt,808,The gameplay blew me away. The many new ideas make for enormous fun.,
Review_EN.txt,809,The plot is particularly impressive. It's hard to believe that it's a computer game.,
Review_EN.txt,810,You can't believe the ingenious game mechanics if you haven't experienced it yourself.,
Review_EN.txt,811,God is a game designer - and designed this game. Perfect!,
Review_EN.txt,812,[END],
Review_EN.txt,813,,
Review_EN.txt,814,[GRAPHIC_100],
Review_EN.txt,815,The game's technically perfect graphics set new standards on this game system.,
Review_EN.txt,816,Brilliant is the graphical representation! You rarely see something like this on this system. ,
Review_EN.txt,817,The graphics are breathtakingly beautiful. The graphic designers have done a great job here!,
Review_EN.txt,818,The game is graphically excellent and sets new standards for this genre!,
Review_EN.txt,819,The impressive and detailed graphics blew me away. Perfect!,
Review_EN.txt,820,The extremely impressive graphics make the competition look old.,
Review_EN.txt,821,The competition will need years to even come close to these perfect graphics.,
Review_EN.txt,822,The really impressive graphics blew the entire editorial team away!,
Review_EN.txt,823,Even a genius like Rembrandt van Rijn looks like an amateur against these graphics.,
Review_EN.txt,824,Is my system broken? There has never been such perfect graphics on it before!,
Review_EN.txt,825,To the competition: This is what a game's graphics should look like! Simply perfect!,
Review_EN.txt,826,The graphics of the game are awesome! I didn't think something like this was possible on this game system.,
Review_EN.txt,827,I immediately fell in love with the graphic style. Never would a game world be rendered in such detail.,
Review_EN.txt,828,"Visually, the game looks like it was developed for a next-gen system. Top!",
Review_EN.txt,829,This graphic is better than reality! Outstanding!,
Review_EN.txt,830,Nobody would have thought that such graphics are possible on this system. Phenomenal!,
Review_EN.txt,831,I am sure that the graphics violates some law of nature. Absolutely perfect!,
Review_EN.txt,832,[END],
Review_EN.txt,833,,
Review_EN.txt,834,[SOUND_100],
Review_EN.txt,835,Bombastic sound effects and great music accompany the gameplay.,
Review_EN.txt,836,The game offers crystal clear sound effects and a brilliant soundtrack.,
Review_EN.txt,837,The fantastic sound effects blew me away. Technically at the highest level!,
Review_EN.txt,838,"The digitized sound effects are great. But most of all, the soundtrack blew me away.",
Review_EN.txt,839,I was positively surprised by the sound. The quality of the sound effects is really outstanding.,
Review_EN.txt,840,The great sound effects are worth mentioning. I have never heard such sound effects on this system.,
Review_EN.txt,841,All the game's soundtracks were composed superbly. They perfectly match the gameplay.,
Review_EN.txt,842,"The sound effects almost sound like next-gen. Technically, they were implemented perfectly.",
Review_EN.txt,843,The developers have paid special attention to the music. Each soundtrack was professionally composed.,
Review_EN.txt,844,I've never been so blown away by the music in a game. It's pure emotion from start to finish.,
Review_EN.txt,845,The great sound effects are especially noteworthy. More is not possible on this system!,
Review_EN.txt,846,Even the sound chip is honored to be allowed to produce these sounds. Brilliant!,
Review_EN.txt,847,The sound effects are awesome! This will be the new standard in the gaming industry!,
Review_EN.txt,848,[END],
Review_EN.txt,849,,
Review_EN.txt,850,[CONTROL_100],
Review_EN.txt,851,The controls are really outstanding! You can get started right away.,
Review_EN.txt,852,The game's simple and polished controls set new standards!,
Review_EN.txt,853,The intuitive controls are worth mentioning. Everything was done right here!,
Review_EN.txt,854,The control system deserves an award. Perfectly thought out and very easy.,
Review_EN.txt,855,The controls could only be better if you could control the game by thought.,
Review_EN.txt,856,The controls of the game are just awesome! Top!,
Review_EN.txt,857,The controls have been implemented in a really great way. Even inexperienced gamers can get started right away.,
Review_EN.txt,858,How did the developers manage to create such perfect controls? And why can't the competition do that?,
Review_EN.txt,859,Incredible how precise the game's controls are. Kudos to the programmers!,
Review_EN.txt,860,The outstanding controls invite you to experiment. Outstandingly good!,
Review_EN.txt,861,I was really positively surprised by the game's controls. Worthy of a prize!,
Review_EN.txt,862,About the controls: even with two left hands you will never lose control of the game.,
Review_EN.txt,863,The entire editorial team was surprised at the perfection of the controls.,
Review_EN.txt,864,I can only say one thing about the controls: Perfect!,
Review_EN.txt,865,[END],
Review_EN.txt,866,,
Review_EN.txt,867,[TOTAL_100],
Review_EN.txt,868,The game is one of the most impressive I've seen lately. Great!,
Review_EN.txt,869,This game has the potential to become a real classic!,
Review_EN.txt,870,This title is probably one of the best I've seen so far!,
Review_EN.txt,871,This game is a true work of art that everyone will enjoy!,
Review_EN.txt,872,My conclusion? This game should not be missing in any game collection!,
Review_EN.txt,873,This is what a top game must look like! Hitworthy!,
Review_EN.txt,874,This title is a candidate for game of the year!,
Review_EN.txt,875,You won't need another game for the next few months.,
Review_EN.txt,876,"A must buy, even if you don't like the genre!",
Review_EN.txt,877,The game impressively shows why computer games are superior to all other forms of entertainment.,
Review_EN.txt,878,My conclusion: This game makes all dreams come true and leaves nothing to be desired.,
Review_EN.txt,879,I thought the hype was exaggerated. Now I know that it was justified.,
Review_EN.txt,880,All future games will have to measure up to this masterpiece. Perfect!,
Review_EN.txt,881,I had fun with this game from start to finish. I love it!,
Review_EN.txt,882,Conclusion: We can stop looking for the best game ever.,
Review_EN.txt,883,Even the best games of the past look ordinary against this title.,
Review_EN.txt,884,"With this game, the developer has created a monument to himself.",
Review_EN.txt,885,Only three words: BUY! BUY!!! BUY!!!,
Review_EN.txt,886,My opinion: Stop reading this review and buy the game!,
Review_EN.txt,887,This game is a masterpiece! I am absolutely thrilled!,
Review_EN.txt,888,This game puts all other games in the shade. A true masterpiece!,
Review_EN.txt,889,[END],
Quotes_EN.txt,1,"﻿It's a meeee, Mareeoh!",
Quotes_EN.txt,2,"Work, work!",
Quotes_EN.txt,3,Bide a while and listen.,
Quotes_EN.txt,4,Bide a while – Remain forever!,
Quotes_EN.txt,5,All your base our belong to me.,
Quotes_EN.txt,6,Oh oh!,
Quotes_EN.txt,7,Would you kindly ...,
Quotes_EN.txt,8,Rise and shine ...,
Quotes_EN.txt,9,Our Princess is in another manor!,
Quotes_EN.txt,10,I am Error.,
Quotes_EN.txt,11,How far would you go?,
Quotes_EN.txt,12,M-M-M-Monsterkill!,
Quotes_EN.txt,13,Whatever ...,
Quotes_EN.txt,14,What are you sellin'? What are you buyin'?,
Quotes_EN.txt,15,"Take it, Hold it, Love it.",
Quotes_EN.txt,16,You were almost a Jill-Sandwich!,
Quotes_EN.txt,17,Ha-do-ken!,
Quotes_EN.txt,18,I need scissors! 61!,
Quotes_EN.txt,19,You see it too? For me ... it’s always like that.,
Quotes_EN.txt,20,"Nephew, let's go bowling.",
Quotes_EN.txt,21,Have you read the manual for this thing?,
Quotes_EN.txt,22,Stop it! You're ruining my yoga!,
Quotes_EN.txt,23,Now go! I need to meditate.,
Quotes_EN.txt,24,"What's true and what IS, aren't always the same.",
Quotes_EN.txt,25,There's always a man. There's always a lighthouse There's always a city.,
Quotes_EN.txt,26,I should have been the one to fill your dim soul with illumination!,
Quotes_EN.txt,27,Boooomshakalaka!,
Quotes_EN.txt,28,Story of my life.,
Quotes_EN.txt,29,You exist because we allow it and you will end because we demand it.,
Quotes_EN.txt,30,"What I have shown you is reality. What you remember, that is the illusion.",
Quotes_EN.txt,31,An informed question. But difficult to answer. I am what you see.,
Quotes_EN.txt,32,"Cold? Hmmm... I guess that's just the way I am, sorry.",
Quotes_EN.txt,33,Jackpot!,
Quotes_EN.txt,34,Oh crap.,
Quotes_EN.txt,35,"Sword, give me strength.",
Quotes_EN.txt,36,"Tell my wife, I had another wife.",
Quotes_EN.txt,37,I am the Swarm. Armies will be shattered. Worlds will burn.,
Quotes_EN.txt,38,Endure and survive.,
Quotes_EN.txt,39,Job's done!,
Quotes_EN.txt,40,You are not prepared!,
Quotes_EN.txt,41,"Don't wish it were easier, wish you were better.",
Quotes_EN.txt,42,"Are you a blessing or a curse, good or evil? Be what you will!",
Quotes_EN.txt,43,You are destiny!,
Quotes_EN.txt,44,No Gods or kings. Only man.,
Quotes_EN.txt,45,Good men mean well. We just don't always end up doing well.,
Quotes_EN.txt,46,Steel wins battles. Gold wins wars.,
Quotes_EN.txt,47,It's easy to forget what a sin is in the middle of a battlefield,
Quotes_EN.txt,48,"War, war never changes.",
Quotes_EN.txt,49,Not even death can save you from me!,
Quotes_EN.txt,50,"A hero need not speak. When he is gone, the world will speak for him.",
Quotes_EN.txt,51,Life is a negotiation. We all want. We all give to get what we want.,
Quotes_EN.txt,52,Hey! You! Listen!,
Quotes_EN.txt,53,Had to be me. Someone else might have gotten it wrong.,
Quotes_EN.txt,54,FINISH HIM!,
Quotes_EN.txt,55,I hate helicopters.,
Quotes_EN.txt,56,"Double the gun, double the fun!",
Quotes_EN.txt,57,How can you see without eyeballs?,
Quotes_EN.txt,58,The cake is a fabrication!,
Quotes_EN.txt,59,"Look behind you, a three headed monkey!",
Quotes_EN.txt,60,It's dangerous to go alone! Take this.,
Quotes_EN.txt,61,For The Horde!,
Quotes_EN.txt,62,"Where devils tread, chaos follows.",
Quotes_EN.txt,63,Ahh! The aroma of several adventure games emanates from your person.,
Quotes_EN.txt,64,"From this moment, every breath you take is a gift from me.",
Quotes_EN.txt,65,If you find yourself in a hole the first thing to do is stop digging.,
Quotes_EN.txt,66,All I remember is what I have lost.,
Quotes_EN.txt,67,Been there. Seen that. Got the scars.,
Quotes_EN.txt,68,"When a door closes, a window opens... or, something like that.",
Quotes_EN.txt,69,"A man who would save others, must first save himself.",
Quotes_EN.txt,70,There is no greater void than the one between your ears.,
Quotes_EN.txt,71,"Boy, I wish I had as little on my mind as you do. No offense intended, of course.",
Quotes_EN.txt,72,A true gentleman solves every riddle.,
Quotes_EN.txt,73,Never give up! Trust your instincts!,
Quotes_EN.txt,74,Diplomacy is a battle I has never learnt to fight.,
Quotes_EN.txt,75,This is your story. It all begins here.,
Quotes_EN.txt,76,Let's hunt wild boars.,
Quotes_EN.txt,77,"The body may heal, but the mind is not always so resilient.",
Quotes_EN.txt,78,"I am both happy and miserable, without the happy part!",
Quotes_EN.txt,79,There's always a little light in the darkness.,
Quotes_EN.txt,80,Experience has taught me that wishful thinking only leads to disappointment.,
FanLetter_EN.txt,1,﻿Many fans have written us that they are very satisfied with <color=blue><NAME></color>.,
FanLetter_EN.txt,2,Many fans are annoyed about the quality of <color=blue><NAME></color>.,
FanLetter_EN.txt,3,Many fans are enthusiastic about the graphics of <color=blue><NAME></color>.,
FanLetter_EN.txt,4,Many fans are disappointed by the graphics of <color=blue><NAME></color>.,
FanLetter_EN.txt,5,Many fans are enthusiastic about the sound of <color=blue><NAME></color>.,
FanLetter_EN.txt,6,Many fans are disappointed by the sound of <color=blue><NAME></color>.,
FanLetter_EN.txt,7,Many fans are enthusiastic about the control of <color=blue><NAME></color>.,
FanLetter_EN.txt,8,Many fans complain about the control of <color=blue><NAME></color>.,
FanLetter_EN.txt,9,Some fans would have liked more languages in <color=blue><NAME></color>.,
FanLetter_EN.txt,10,Some fans had asked for a stronger gameplay priority of <color=blue><NAME></color>.,
FanLetter_EN.txt,11,Some fans had asked for a stronger focus on graphics of <color=blue><NAME></color>.,
FanLetter_EN.txt,12,Some fans think that the story of the game <color=blue><NAME></color> was not exciting.,
FanLetter_EN.txt,13,Some fans think that the playing time of the game <color=blue><NAME></color> was too short.,
FanLetter_EN.txt,14,Some fans would have liked a better atmosphere of <color=blue><NAME></color>.,
FanLetter_EN.txt,15,Some fans would have wished for more content in the game <color=blue><NAME></color>.,
FanLetter_EN.txt,16,Some fans would have liked a better game depth for the game <color=blue><NAME></color>.,
FanLetter_EN.txt,17,Some fans would have wished that <color=blue><NAME></color> was more beginner-friendly.,
FanLetter_EN.txt,18,Some fans think that <color=blue><NAME></color> was developed too much for casual gamers.,
FanLetter_EN.txt,19,Some fans think that <color=blue><NAME></color> was developed too much for core gamers.,
Tutorial_EN.txt,1,"﻿Hello and welcome to <b>Mad Games Tycoon 2</b>. I will explain to you the basics of the game. Let's start with how to move the camera.<br><br><color=blue>▪ W,A,S,D keys to move the camera<br>▪ Hold down the right mouse button and move the mouse</color>",
Tutorial_EN.txt,2,"You can also rotate and zoom the camera.<br><br><color=blue>▪ Y,X keys to rotate the camera<br>▪ Hold down the middle mouse button and move the mouse<br>▪ Scroll wheel to zoom</color>",
Tutorial_EN.txt,3,"As you've probably noticed, you need to build a studio in your garage. To earn some extra money, you should first sell your old sports car.<br><br><color=blue>▪ Click on your old sports car</color>",
